,0,1,2,3,
1207,씹딱뽕 멸치야 마우스 닫아라,1,"['씹', '딱', '뽕', '멸치', '야', '마우스', '닫', '어라']","씹딱뽕,멸치,",
1208,그냥 쌍욕 박고 끊으면 돼,1,"['그냥', '쌍욕', '박', '고', '끊', '으면', '되', '어']","쌍욕,",
1209,"해 봐, 내가 너 저승 보내 줄게",1,"['하', '어', '보', '어', ',', '나', '가', '너', '저승', '보내', '어', '주', 'ᆯ게']","저승,",
1210,개팩트 노가다 틀딱할배들 ㅅㄱ,1,"['개', '팩트', '노가다', '틀', '딱', '할배', '들', 'ㅅㄱ']","노가다,틀딱,",
1211,저렇게 지들 생각만 하니 맘충이라 불리는 거지,1,"['저렇게', '지', '들', '생각', '만', '하', '니', '맘충', '이', '라', '불리', '는', '거지']","맘충,충,",
1212,그런건 머가리 우동사리인 색희네 ㅋ 멍청한게 주제 파악을 못 해,1,"['그런', '거', 'ᆫ', '머가리', '우동', '사리', '이', 'ᆫ', '색희네', 'ㅋ', '멍청하', 'ᆫ', '것', '이', '주제', '파악', '을', '못', '하', '어']","머가리,우동사리,멍청,",
1213,무식하니까 내가 하라는 대로 하잖아 때려도 가만히 있는 다니까,1,"['무식', '하', '니까', '나', '가', '하', '라는', '대로', '하', '지', '않', '어', '때리', '어도', '가만히', '있', '는', '달', '니까']","무식,",
1214,진짜 대박이다 너 개 빡머리야? 그걸 어떻게 몰라?,1,"['진짜', '대박', '이', '다', '너', '개', '빡', '머리', '이', '야', '?', '그거', 'ᆯ', '어떻게', '모르', '어', '?']","개,빡,머리,개빡머리,",
1215,시진핑+문재인 콜라보 신발롬이,1,"['시진핑', '+', '문재인', '콜라', '보', '신발', '롬', '이']","신발롬,",
1216,저도 교사인데요 선생이 백날 가르쳐봐차 부모가 붕딱이면 그냥 애도 붕딱,1,"['저', '도', '교사', '이', 'ᆫ데', '요', '선생', '이', '백날', '가르치', '어', '보', '어', '차', '부모', '가', '붕', '딱', '이', '면', '그냥', '애', '도', '붕', '딱']","붕딱,",
1217,중국인들끼리 칼빵 놔가지고 신고당했대,1,"['중국인', '들', '끼리', '칼', '빵', '놓', '어', '가지', '고', '신', '고', '당하', '었', '대']","칼빵,",
1218,자살 안 했으면 내가 모가지 따서 돼지 사료로 만들어 버렸을 텐데,1,"['자살', '안', '하', '었', '으면', '나', '가', '모가지', '따', '어서', '돼지', '사료', '로', '만들', '어', '버리', '었', '을', '터', '이', 'ᆫ데']","자살,모가지,",
1219,나는 치매인줄 알았다 말하는거 개 어눌하길래 근데 어려보이려고 발악하는 거였냐 ㅋㅋ,1,"['나', '는', '치매', '이', 'ᆫ', '줄', '알', '었', '다', '말', '하', '는', '거', '개', '어눌', '하', '길래', '근데', '어리', '어', '보이', '려고', '발악', '하', '는', '거', '이', '었', '냐', 'ㅋㅋ']","치매,",
1220,좆팔 오늘 진짜 춥네 날씨 왜 이럼?,1,"['좆', '팔', '오늘', '진짜', '춥', '네', '날씨', '왜', '이러', 'ᆷ', '?']","좆,좆팔,",
1221,아니 그런 말을 한 앰앱 디진넘이 있어?,1,"['아니', '그런', '말', '을', '하', 'ᆫ', '앰앱', '디진넘', '이', '있', '어', '?']","앰앱,애미애비,디진넘,",
1222,국민을 우습게 아는 기레기들에게 곤장 백대를 쳐라,1,"['국민', '을', '우습', '게', '알', '는', '기레기', '들', '에게', '곤장', '백', '대', '를', '치', '어라']","기레기,",
1223,가서 뺨따구 갈기고 물 끼얹고 오셈,1,"['가', '어서', '뺨', '따', '구', '갈기', '고', '물', '끼얹', '고', '오셈']","뺨따구,",
1224,한남 새퀴들아 죽탱이 대,1,"['한남', '새퀴들아', '죽탱', '이', '대', '어']","한남,죽탱,죽탱이,",
1225,조팔 집 밖에 나오지마,1,"['조', '팔', '집', '밖', '에', '나오', '지', '말', '어']","조팔,",
1226,야 나는 혼자가 편하다고 내가 너같은 여미새 인줄 알아?,1,"['야', '나', '는', '혼자', '가', '편하', '다고', '나', '가', '너', '같', '은', '여미새', '이', 'ᆫ', '줄', '알', '어', '?']","여미새,",
1227,용팔이놈들 그래픽카드 시가로 따지는 거 진짜 실화냐?,1,"['용팔이', '놈', '들', '그래픽', '카드', '시가', '로', '따지', '는', '거', '진짜', '실화', '이', '냐', '?']","용팔이,놈,",
1228,운이 없는게 아니고 실력이 없는건데 뵹딱아,1,"['운', '이', '없', '는', '것', '이', '아니', '고', '실력', '이', '없', '는', '거', '이', 'ᆫ데', '뵹딱아']","뵹딱,",
1229,잘됐어 사회에 암덩어리들 가둬둘게 아니라 차라리 다 죽여버렸으면 좋겠어,1,"['잘', '되', '었', '어', '사회', '에', '암', '덩어리', '들', '가두', '어', '두', 'ᆯ', '것', '이', '아니', '라', '차라리', '다', '죽이', '어', '버리', '었', '으면', '좋', '겠', '어']","암덩어리,",
1230,해외에서는 연구 재사용이나 해외 기부 한다잖아 빡통아,1,"['해외', '에서', '는', '연구', '재', '사용', '이나', '해외', '기부', '하', 'ᆫ다잖아', '빡통', '아']","빡통,",
1231,돼지라고 몇번을 말해 십팔아.,1,"['돼지', '이', '라고', '몇', '번', '을', '말', '하', '어', '십팔', '아', '.']","돼지,십팔,",
1232,그래 너나 휴머니즘 많이 실천하고 흑우 등록하세요.,1,"['그래', '너', '나', '휴머니즘', '많이', '실천', '하', '고', '흑우', '등록', '하', '세요', '.']","흑우,",
1233,꼴페미는 정신병이야.,1,"['꼴페미', '는', '정신병', '이', '야', '.']","꼴페미,정신병,",
1234,꼴페미나치들은 지능이 없는 거나 마찬가지지.,1,"['꼴페미나치', '들', '은', '지능', '이', '없', '는', '거', '나', '마찬가지', '이', '지', '.']","꼴페미나치,",
1235,와 뚝배기 깨져서 우동사리 나온거 봐,1,"['와', '뚝배기', '깨지', '어서', '우동', '사리', '나오', 'ᆫ', '거', '보', '어']","뚝배기,우동사리,",
1236,오늘도 무직 히키 파오후 게이가 허세 떠는구나.,1,"['오늘', '도', '무', '직', '히키', '파', '오후', '게이', '가', '허세', '떨', '는구나', '.']","히키,파오후,",
1237,똥 싸질러 놓고 나이 들이미는 건 무슨 꼰머식 마인드야?,1,"['똥', '싸지르', '어', '놓', '고', '나이', '들이밀', '는', '거', 'ᆫ', '무슨', '꼰머식', '마인드', '이', '야', '?']","똥,꼰머,",
1238,딸배들 사고나서 갈려 디져 버렸으면 좋겠어,1,"['딸', '배', '들', '사', '고', '나', '어서', '갈리', '어', '디', '지', '어', '버리', '었', '으면', '좋', '겠', '어']","딸배,디지어,디져,",
1239,개가 짐승을 산책시키네 빡통같은게,1,"['개', '가', '짐승', '을', '산책', '시키', '네', '빡', '통', '같', '은', '것', '이']","빡통,",
1240,아 오늘 집에 있는 허수애비냔이 성적 떨어진거 가지고 잡음,1,"['아', '오늘', '집', '에', '있', '는', '허수애비냔', '이', '성적', '떨어지', 'ᆫ', '거', '가지', '고', '잡음']","허수애비,허수애비냔,",
1241,대본이랑 현실도 구분 못 하는 붕신.,1,"['대본', '이랑', '현실', '도', '구분', '못', '하', '는', '붕', '신', '.']","붕신,",
1242,틀딱아 에타가 뭔지는 알아요?,1,"['틀딱아', '에타', '가', '뭐', '이', 'ᆫ지', '는', '알', '어요', '?']","틀딱,틀딱아,",
1243,틀딱충 손도 느리고 늙어서 머리도 안 돌아가쥬?,1,"['틀', '딱', '충', '손', '도', '느리', '고', '늙', '어서', '머리', '도', '안', '돌아가', '쥬', '?']","틀딱,틀딱충,충,",
1244,"대화 때려 치우고, 차라리 그 삽으로 머리통이나 한 번 갈겨.",1,"['대화', '때리', '어', '치우', '고', ',', '차라리', '그', '삽', '으로', '머리통', '이나', '한', '번', '갈기', '어', '.']","머리통,",
1245,쓰댕아 원금 갚으라고,1,"['쓰댕아', '원금', '갚', '으라고']","쓰댕,쓰댕아,",
1246,앰생들만 모인 커뮤니티니까 니가 이해해라,1,"['앰', '생', '들', '만', '모이', 'ᆫ', '커뮤니티', '이', '니까', '니', '가', '이해', '하', '어라']","앰생,",
1247,그냥 머가리에 똥찬 그지들임,1,"['그냥', '머가리', '에', '똥', '차', 'ᆫ', '그지', '들이', 'ᆷ']","머가리,똥차,똥찬,",
1248,병크짓 하는데 탈퇴안하나?,1,"['병크짓', '하', '는', '데', '탈퇴', '안', '하', '나', '?']","병크,",
1249,한남유충 씨를 말려버려야지,1,"['한남', '유충', '씨', '를', '말리', '어', '버리', '어야지']","한남,유충,한남유충,",
1250,자기들이 번 돈도 아니면서 유세 떠는 걸 보면 죽빵 날리고 싶음.,1,"['자기', '들', '이', '벌', 'ᆫ', '돈', '도', '아니', '면서', '유세', '떨', '는', '거', 'ᆯ', '보', '면', '죽', '빵', '날리', '고', '싶', '음', '.']","죽빵,",
1251,전부 사기꾼들임 내가 내 돈내고 내 이빨 다 곱창내는거다,1,"['전부', '사기꾼', '들이', 'ᆷ', '나', '가', '나', '의', '돈', '내', '고', '나', '의', '이빨', '다', '곱창', '내', '는', '거', '다']","사기꾼,곱창,",
1252,너처럼 게임할 때 패드립 치는 모질이들 보면 손목을 잘라버리고 싶더라,1,"['너', '처럼', '게임', '하', 'ᆯ', '때', '패드', '립', '치', '는', '모질', 'ᆯ', '이', '들', '보', '면', '손목', '을', '자르', '어', '버리', '고', '싶', '더라']","패드립,모질이,",
1253,니 태어날 때로 돌아가서 궁자펀치 씨게 꼽아서 낙태시키고싶노 ㅋㅋ,1,"['니', '태어나', 'ᆯ', '때', '로', '돌아가', '어서', '궁자펀치', '씨', '것', '이', '꼽', '어서', '낙태', '시키', '고', '싶', '노', 'ㅋㅋ']","궁자펀치,낙태,",
1254,아 이번 시험 완전 스벌창 나서 포기함 ㅋㅋ,1,"['아', '이', '번', '시험', '완전', '스벌창', '나', '어서', '포기', '하', 'ᆷ', 'ㅋㅋ']","스벌창,",
1255,저런 싸이코패스같은 범죄자는 개보다도 못한 인간이야.,1,"['저런', '싸이코', '패스', '같', '은', '범죄자', '는', '개', '보다', '도', '못하', 'ᆫ', '인간', '이', '야', '.']","싸이코패스,",
1256,60살 넘으면 그냥 안락사 시켜야 함.,1,"['60', '살', '넘', '으면', '그냥', '안락사', '시키', '어야', '하', 'ᆷ', '.']","안락사,",
1257,너 죽어도 아무도 모를건데 그냥 지금 여기서 농약먹고 죽으면 안되냐?,1,"['너', '죽', '어도', '아무', '도', '모르', 'ᆯ', '거', '이', 'ᆫ데', '그냥', '지금', '여기', '서', '농약', '먹', '고', '죽', '으면', '안', '되', '냐', '?']","농약,",
1258,틀딱년 혈관 터져서 빨리 뒤지면 좋겠네,1,"['틀', '딱', '년', '혈관', '터지', '어서', '빨리', '뒤지', '면', '좋', '겠', '네']","틀딱,년,뒤지,",
1259,흡연충들 진짜 개극혐이야!,1,"['흡연', '충', '들', '진짜', '개극혐', '이', '야', '!']","흡연충,충,개극혐,",
1260,캐릭터만 보면 칼빵 놓고 싶어짐,1,"['캐릭터', '만', '보', '면', '칼', '빵', '놓', '고', '싶', '어', '지', 'ᆷ']","칼빵,",
1261,벌레같은 놈들이야,1,"['벌레', '같', '은', '놈', '들', '이', '야']","벌레,벌레같은,놈",
1262,이런 인성거지깽깽이들은 죽으면 안되나?,1,"['이런', '인성', '거지', '깽깽이', '들', '은', '죽', '으면', '안', '되', '나', '?']","인성거지,깽깽이,",
1263,반대누른 비엉신은 OO 녀석 아들,1,"['반대', '누르', 'ᆫ', '비엉신', '은', 'OO', '녀석', '아들']","비엉신,",
1264,그런 사기꾼들은 머리를 짱돌로 쳐서 짓이겨 놔야 함.,1,"['그런', '사기', '꾼', '들', '은', '머리', '를', '짱돌', '로', '치', '어서', '짓이기', '어', '놓', '어야', '하', 'ᆷ', '.']","사기꾼,짱돌,",
1265,"무능한 새기, 내 눈엔 니가 더 재앙이다.",1,"['무능', '하', 'ᆫ', '새', '기', ',', '나', '의', '눈', '에', 'ᆫ', '니', '가', '더', '재앙', '이', '다', '.']","재앙,",
1266,찐따는 이유가 있다.,1,"['찐따', '는', '이유', '가', '있', '다', '.']","찐따,",
1267,쫌생이인 니가 왠일이야?ㅋ,1,"['쫌', '생', '이', '일', 'ᆫ', '니', '가', '왠', '일', '이', '야', '?', 'ㅋ']","쫌생이,",
1268,하.. 너 블로거지 구나,1,"['하', '..', '너', '블로거', '이', '지', '굴', '나']","블로거지,",
1269,너따위가 뭔데 그딴식으로 말하는거야?,1,"['너', '따위', '가', '뭐', '이', 'ᆫ데', '그딴', '식', '으로', '말', '하', '는', '거', '이', '야', '?']","너따위,따위,",
1270,그니까 노콘;; 궁금하지도 않았는데 머갈 텅텅이누,1,"['그니까', '노콘', ';;', '궁금', '하', '지', '도', '않', '었', '는데', '머갈', '텅텅이누']","머갈,텅텅,",
1271,역시 태생이 노예인 깜둥이들은 채찍으로 다스려줘야함,1,"['역시', '태생', '이', '노예', '이', 'ᆫ', '깜둥이', '들', '은', '채찍', '으로', '다스리', '어', '주', '어야', '하', 'ᆷ']","노예,깜둥이,",
1272,못 갈 건 대체 뭐냐 찌랭아,1,"['못', '가', 'ᆯ', '거', 'ᆫ', '대체', '뭐', '이', '냐', '찌랭아']","찌랭,찌랭아,",
1273,냄새나게 어디 쌍팔년도 꼰머가 들이대냐,1,"['냄새나', '게', '어디', '쌍', '팔', '년도', '꼰머', '가', '들이대', '냐']","꼰머,",
1274,말뽄새 보소 머가리 아스팔트에 으깨버리고 싶네,1,"['말뽄새', '보소', '머가리', '아스팔트', '에', '으깨', '어', '버리', '고', '싶', '네']","말뽄새,머가리,으깨,",
1275,그냥 전부 후쿠시마 앞바다에 빠뜨려 놓고 헤엄쳐서 오라 그래,1,"['그냥', '전부', '후쿠시마', '앞바다', '에', '빠뜨리', '어', '놓', '고', '헤엄치', '어서', '오', '라', '그렇', '어']","후쿠시마,",
1276,팩트 제시하면 반박은 못하고 OO으로 몰면서 정신승리하는 게 좌좀들 특징이지.,1,"['팩트', '제시', '하', '면', '반박', '은', '못', '하', '고', 'OO', '으로', '몰', '면서', '정신', '승리', '하', '는', '것', '이', '좌좀', '들', '특징', '이', '지', '.']","좌좀,",
1277,느금마도 여자다 찌질아,1,"['느금마', '도', '여자', '이', '다', '찌질', '아']","느금마,찌질,찌질아,",
1278,국짐당 똘마니 놈들 난리병 나셨네 다들.,1,"['국', '짐', '당', '똘마니', '놈', '들', '난리', '병', '나', '시', '었', '네', '다', '들', '.']","똘마니,",
1279,그 돈도 못내면 피자를 쳐먹지마 거렁뱅이야,1,"['그', '돈', '도', '못', '내', '면', '피자', '를', '치', '어', '먹', '지', '말', '어', '거렁뱅이', '야']","거렁뱅이,",
1280,그런데 스시는 다 좋은데 못생긴 애들 너무 많음. 우리나라는 성형충이고,1,"['그런데', '스시', '는', '다', '좋', '은데', '못생기', 'ᆫ', '애', '들', '너무', '많', '음', '.', '우리나라', '는', '성형', '충', '이', '고']","성형충,충,",
1281,엠넷 완전 샹롬들임ㅇㅇ,1,"['엠넷', '완전', '샹롬', '들이', 'ᆷ', 'ㅇㅇ']","샹롬,",
1282,어휴 김치년한테 빙딱같은 넘이 딱 걸렸네,1,"['어휴', '김치', '년', '한테', '빙', '딱', '같', '은', '넘', '이', '딱', '걸리', '었', '네']","빙딱,",
1283,뭐래 ㅋ 앰뒤했냐,1,"['뭐', '이', '래', 'ㅋ', '앰뒤', '하', '었', '냐']","앰뒤,",
1284,멍청한 년이 겁 없이 날뛰었네.,1,"['멍청하', 'ᆫ', '년', '이', '겁', '없이', '날뛰', '었', '네', '.']","멍청,멍청하,멍청한,년,",
1285,야 그날 내가 교수 목따서 사회대 앞에 전시해준다 뭔 개솔,1,"['야', '그', '날', '나', '가', '교수', '목', '따', '어서', '사회대', '앞', '에', '전시', '하', '어', '주', 'ᆫ다', '뭔', '개소', 'ᆯ']","개솔,",
1286,오늘  뭐 선일이고 문신충 잣밥 색희들 미어터지네 ㅋㅋ,1,"['오늘', '뭐', '서', 'ᆫ', '일', '이', '고', '문', '신충', '잣', '밥', '색', '희', '들', '미어터지', '네', 'ㅋㅋ']","문신충,충,잦밥,색희,",
1287,미틴련 그게 자랑이라고 얘기하냐?,1,"['미틴련', '그것', '이', '자랑', '이', '라고', '얘기', '하', '냐', '?']","미틴련,",
1288,야 관리 좀 해 나는 웬 쓉돼지가 걸어오나 했다,1,"['야', '관리', '좀', '하', '어', '나', '는', '웬', '쓉돼지', '가', '걸어오', '나', '하', '었', '다']","쓉돼지,돼지,",
1289,저런 겜충이 자식인 부모가 불쌍하다,1,"['저런', '겜충이', '자식', '이', 'ᆫ', '부모', '가', '불쌍하', '다']","겜충,",
1290,야발 닌 슬퍼하는게 아니라 그냥 징징대는거다 그리고 그렇게 슬프면 콱 자살해 ;,1,"['야', '발', '니', 'ᆫ', '슬프', '어', '하', '는', '것', '이', '아니', '라', '그냥', '징징', '대', '는', '거', '이', '다', '그리고', '그렇', '게', '슬프', '면', '콱', '자살', '하', '어', ';']","야발,자살,",
1291,야 저거 다 짜가야 성괴 수준으로 성형 쳐바름,1,"['야', '저거', '다', '짜', '어', '가', '어야', '성괴', '수준', '으로', '성형', '치', '어', '바르', 'ᆷ']","성괴,",
1292,아 답답해라 말좀 더듬지마 둔탱아,1,"['아', '답답하', '어라', '말', '좀', '더듬', '지', '말', '어', '둔탱', '아']","둔탱,둔탱아,",
1293,ㅋㅋㅋ 메갈년들 좌표 찍고 달려드는 꼴 좀 봐라,1,"['ㅋㅋㅋ', '메', '어', '가', 'ᆯ', '년', '들', '좌표', '찍', '고', '달려들', '는', '꼴', '좀', '보', '어라']","메갈년,",
1294,그럼 그지같은 폰팔이들을 잡아다가 족쳐야지,1,"['그럼', '그지', '같', '은', '폰', '팔', 'ᆯ', '이', '들', '을', '잡', '어다가', '족치', '어야지']","폰팔이,족치,족치어야지,족쳐,",
1295,딱 맘충이라 지 수준에 안맞는 대우 바라는데 애 보내면 패버릴꺼니까 오지말라고 해 ㅋㅋ,1,"['딱', '맘', '충', '이', '라', '지', '수준', '에', '안', '맞', '는', '대우', '바라', '는', '데', '애', '보내', '면', '패', '어', '버리', 'ᆯ', '꺼', '이', '니까', '오', '지', '말', '라고', '하', '어', 'ㅋㅋ']","맘충,패어버리,패버리,",
1296,진짜 급식충들이랑 돈거래하는 거 쌉극혐.,1,"['진짜', '급식', '충', '들', '이랑', '돈거래', '하', '는', '거', '쌉극혐', '.']","급식충,충,쌉극혐,극혐,",
1297,그 브랜드 예전부터 애믜디진 가격이라고 유명하잖아,1,"['그', '브랜드', '예전', '부터', '애믜디', '지', 'ᆫ', '가격', '이', '라고', '유명', '하', '잖아']","애믜,애믜디지,애믜디진,",
1298,그따위 찌질 새가슴이면 세상살면서 노답 루저밖에 안된다,1,"['그', '따위', '찌질', '새가슴', '이', '면', '세상', '살', '면서', '노답', '루저', '밖에', '안', '되', 'ᆫ다']","찌질,새가슴,노답,루저,",
1299,아마 칼부림 났을거다,1,"['아마', '칼부림', '나', '었', '을', '거', '다']","칼부림,",
1300,밑힌 노인네 십버러지쌔꺙 안쪽팔리니? 어디 가서 고개 쳐들고 다니지망 ㅠ,1,"['밑힌', '노인', '네', '십버러지쌔꺙', '안', '쪽팔리', '니', '?', '어디', '가', '어서', '고개', '쳐들', '고', '다니', '지', '망', 'ㅠ']","십버러지,쌔꺙,새꺄,쪽팔,",
1301,넌 어떻게 술만 처먹으면 그렇게 정신이상 똥개가 되냐?,1,"['너', 'ᆫ', '어떻', '게', '술', '만', '처먹', '으면', '그렇', '게', '정신', '이상', '똥개', '가', '되', '냐', '?']","정신이상,똥개,",
1302,네다음 고졸빡통,1,"['네', '다음', '고졸', '빡', '통']","빡통,",
1303,진짜 걍 사패새끼네?,1,"['진짜', '걍', '사패', '새끼', '네', '?']","사패,새끼,",
1304,니 엄마 죽었을 땐 할 수 있을듯^^,1,"['니', '엄마', '죽', '었', '을', '때', 'ᆫ', '하', 'ᆯ', '수', '있', '을', '듯', '^^']","엄마죽,",
1305,세계를 위해서 인종청소 한번 해야해 ㅋㅋ,1,"['세계', '를', '위하', '어서', '인종청소', '한번', '하', '어야', '하', '어', 'ㅋㅋ']","인종청소,",
1306,아직도 이런 쌉 여우색희들이 있네 남의 사진 올리면서 허락 안 맡냐? 개념없네 카메라 모서리로 정수리 찍어버릴까,1,"['아직', '도', '이런', '쌉', '여우색희', '들', '이', '있', '네', '남', '의', '사진', '올리', '면서', '허락', '안', '맡', '냐', '?', '개념', '없', '네', '카메라', '모서리', '로', '정수리', '찍', '어', '버리', 'ᆯ까']","여우색희,",
1307,거울 보고 말해라 ㅋㅋ 능금마랑 능금바가 그래 생기니까 네 꼬락서니가 그런 거다 불쌍한 맘뒤졀련아,1,"['거울', '보', '고', '말', '하', '어라', 'ㅋㅋ', '능금', '마랑', '능금', '바', '가', '그래', '생기', '니까', '너', '의', '꼬락서니', '가', '그런', '거', '다', '불쌍', '하', 'ᆫ', '맘뒤졀련아']","능금마,능금바,",
1308,기레기들 남돌은 죽어도 안 건드는 꼬라지 봐라,1,"['기레기', '들', '남', '돌', '은', '죽', '어도', '안', '건들', '는', '꼬라지', '보', '어라']","기레기,",
1309,수꼴은 미국이 뺨때기를 때려도 고분고분할 사람들이거든,1,"['수', '꼴', '은', '미국', '이', '뺨때기', '를', '때리', '어도', '고분고분', '하', 'ᆯ', '사람', '들', '이', '거든']","수꼴,뺨때기,",
1310,"말만이지, 말만. 너 오늘 제삿날인 줄 알아라.",1,"['말', '만', '이', '지', ',', '말', '만', '.', '너', '오늘', '제삿날', '이', 'ᆫ', '줄', '알', '어라', '.']","제삿날,",
1311,안 넘어가는데 열 번찍는 건 싸이코패쓰다 모질아,1,"['안', '넘어가', '는', '데', '열', '번', '찍', '는', '거', 'ᆫ', '싸이코패쓰', '이', '다', '모질아']","싸이코패쓰,모질,모질아,",
1312,그런 노친네와는 어차피 대화가 안 되니 빠따로 이빨 부셔야 댐. 어버버거리게...,1,"['그런', '노친', '네', '와', '는', '어차피', '대화', '가', '안', '되', '니', '빠따', '로', '이빨', '부시', '어야', '댐', '.', '어버버거리게', '...']","노친네,빠따,",
1313,싸이코패스가 바지사장 코스프레로 개돼지들 표 안 뺏기려고 발악하네,1,"['싸이코', '패스', '가', '바지', '사장', '코스프레', '로', '개돼지', '들', '표', '안', '뺏기', '려고', '발악', '하', '네']","싸이코패스,개돼지,",
1314,그만큼 이쁘다는 건데 뭔 개솔 띱새야,1,"['그만큼', '이쁘', '다는', '거', '이', 'ᆫ데', '뭔', '개', '솔', '띱새야']","개솔,띱새,",
1315,인정 ㅋㅋ 뚱땡이 새끼들 그냥 살아 숨 쉬는 것도 답답해 보임,1,"['인정', 'ㅋㅋ', '뚱땡이', '새끼', '들', '그냥', '살', '어', '숨', '쉬', '는', '것', '도', '답답', '하', '어', '보이', 'ᆷ']","뚱땡이,새끼,",
1316,개슬람 사원 지었다더니 진짜인가 보네,1,"['개슬람', '사원', '짓', '었', '다더니', '진짜', '이', 'ᆫ가', '보', '네']","개슬람,",
1317,세종대왕 울겠다 울어ㅋㅋㅋㅋ못 배워 쳐먹었으면 주딩이를 닫아야지 누구한테 지껄이노 ㅋㅋ,1,"['세종대왕', '울', '겠', '다', '울', '어', 'ㅋㅋㅋㅋ', '못', '배우', '어', '치', '어', '먹', '었', '으면', '주딩이', '를', '닫', '어야지', '누구', '한테', '지껄이', '노', 'ㅋㅋ']","주딩이,",
1318,애가 자살을 했는데도 양심의 가책도 못느끼는 괴물자식들,1,"['애', '가', '자살', '을', '하', '었', '는데', '도', '양심', '의', '가책', '도', '못', '느끼', '는', '괴물', '자식', '들']","자살,괴물자식,괴물,",
1319,염산 한번 원샷해라 싹 낫게,1,"['염산', '한', '번', '원샷', '하', '어라', '싹', '낫', '게']","염산,",
1320,나도 내 머리에 칼빵 놓고 싶으니까 가만히 좀 있어봐.,1,"['나', '도', '나', '의', '머리', '에', '칼', '빵', '놓', '고', '싶', '으니까', '가만히', '좀', '있', '어', '보', '어', '.']","칼빵,",
1321,엄마 아빠 자식까지 싹다 가스실에서 살처분해야 한국이 안전해진다.,1,"['엄마', '아빠', '자식', '까지', '싹', '다', '가스실', '에서', '살처분', '하', '어야', '한국', '이', '안전', '하', '어', '지', 'ᆫ다', '.']","가스실,",
1322,응 근데 진짜 울 개비 누워서 암 것도 안해,1,"['응', '근데', '진짜', '울', '개비', '눕', '어서', '암', '것', '도', '안', '하', '어']","개비,",
1323,느검마 제산데 지가 지내야하는 거 아냐?,1,"['느검마', '제사', '이', 'ᆫ데', '지', '가', '지내', '어야', '하', '는', '거', '알', '냐', '?']","느검마,",
1324,술도 못 먹어서 분위기 매일 잣창내는 색희가 쎈척은ㅋㅋ십알,1,"['술', '도', '못', '먹', '어서', '분위기', '매일', '잣', '창내', '는', '색희', '가', '쎄', 'ᆫ', '척', '은', 'ㅋㅋ', '십', '알']","잣창,색희,십알,",
1325,삼일한 배빵 콤보로 넙죽 엎드리게 만들어야지,1,"['삼', '일', '한', '배', '빵', '콤보', '로', '넙죽', '엎드리', '게', '만들', '어야지']","삼일한,배빵,",
1326,전라도 홍어 빨갱이들만 싹 총살하면 괜찮아질 듯.,1,"['전라도', '홍어', '빨갱이', '들', '만', '싹', '총살', '하', '면', '괜찮', '어', '지', 'ᆯ', '듯', '.']","홍어,빨갱이,총살,",
1327,응~경상도 수구꼴통들만 학살하면 이 나라는 100%는 좋아진다 ㅋㅋㅋ,1,"['응', '~', '경상도', '수구', '꼴통', '들', '만', '학살', '하', '면', '이', '나라', '는', '100', '%', '는', '좋', '어', '지', 'ᆫ다', 'ㅋㅋㅋ']","수구꼴통,학살,",
1328,ㅋㅋㅋ 한녀랑 결혼하면 너 없을 때 너희 부모 뒷산에다가 고려장 조질 듯,1,"['ㅋㅋㅋ', '한녀', '랑', '결혼', '하', '면', '너', '없', '을', '때', '너희', '부모', '뒷산', '에다가', '고려장', '조지', 'ᆯ', '듯']","한녀,고려장,",
1329,샹 쩝쩝충 주댕이 꼬매버리고 싶어,1,"['샹', '쩝쩝', '충', '주댕', '이', '꼬매', '어', '버리', '고', '싶', '어']","샹,쩝쩝충,주댕이,",
1330,지금 식당에서 내 옆테이블애가 개십쩝쩝충인데 진심으로 살인충동들어,1,"['지금', '식당', '에서', '나', '의', '옆', '테이블', '애', '가', '개', '십', '쩝쩝', '충', '이', 'ᆫ데', '진심', '으로', '살인', '충동', '들', '어']","개,십,쩝쩝충,충,살인충동,",
1331,꼰머 조둥이 때리고 싶다,1,"['꼰머', '조', '둥', '이', '때리', '고', '싶', '다']","꼰머,조둥이,",
1332,걔랑 걔 남자친구 쌍으로 생매장해버리고 싶어,1,"['걔', '랑', '걔', '남자', '친구', '쌍', '으로', '생', '매장', '하', '어', '버리', '고', '싶', '어']","생매장,",
1333,아 그샹련 리친 거 아님? 근데 이번에 컴백하더라?,1,"['아', '그샹련', '미친', '거', '아니', 'ᆷ', '?', '근데', '이번', '에', '컴백', '하', '더라', '?']","샹련,그샹련,미친,",
1334,칼국수? ㅋㅋ 돼지련 니 다이어트 한다면서 또 밀가루 츠먹냐 닌 글렀다 걍 자살이나 하셈,1,"['칼국수', '?', 'ㅋㅋ', '돼지', '이', '련', '니', '다이어트', '하', 'ᆫ다면서', '또', '밀가루', '츠', '먹', '냐', '니', 'ᆫ', '그르', '었', '다', '걍', '자살', '이나', '하셈']","도재,돼지련,자살,",
1335,"옛날처럼 때려 가면서 시켜야지, 안 맞으니까 한녀들이 배가 부른 거다",1,"['옛날', '처럼', '때리', '어', '가', '면서', '시키', '어야지', ',', '안', '맞', '으니까', '한녀', '들', '이', '배', '가', '부르', 'ᆫ', '거', '다']","한녀,고려장,",
1336,이제 등쉰같이 학교 다니기 싫어...,1,"['이제', '등', '쉰', '같이', '학교', '다니', '기', '싫', '어', '...']","등쉰,",
